,file number,district code,district name,neighborhood code,neighborhood name,street code,street name,postal no.,i describe the day of the week,nk  year,month/year,month name,day month,shift description,time of day,i describe a pedestrian cause,desc type of vehicle involved,description of sex,how old are you?,description of the type of person,i describe the place of the road run over,descriptio reason for commuting,i describe the reason for the displacement of the driver,victimization description,utm x ed50 coordinate,utm and ed50 coordinate,length wgs84,wgs84 latitude
7347,2021S002901    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,110009,Ramon Turró,0100 0104,Dimarts,2021,6,Juny,1,Matí,9,No és causa del  vianant,Bicicleta,Dona,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,432928.6,4583122.11,2.196563769,41.394991217
7348,2021S000608    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,132908,Ramon Trias Fargas,0019 0019,Divendres,2021,2,Febrer,5,Tarda,19,No és causa del  vianant,Turisme,Dona,43,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,432629.15,4582382.6,2.193064378,41.388305594
7349,2021S003453    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,171400,Joan d'Àustria,0049 0049,Dimecres,2021,6,Juny,23,Tarda,15,Altres,Ciclomotor,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432539.02,4582855.69,2.19193373,41.392559036
7350,2021S002661    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0016 0016,Dijous,2021,5,Maig,20,Tarda,14,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,63,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,432987.53,4582269.63,2.197363,41.387318055
7351,2021S003114    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0016 0016,Dijous,2021,6,Juny,10,Nit,1,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,41,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,432987.53,4582269.63,2.197363,41.387318055
7352,2021S004878    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0020 0020,Diumenge,2021,9,Setembre,5,Tarda,15,No és causa del  vianant,Autobús,Home,63,Conductor,Desconegut                                                                                                                                            ,Desconegut,Bus de línia discrecional,Ferit lleu: Amb assistència sanitària en lloc d'accident,432823.78,4582436.9,2.195386068,41.388810948
7353,2021S004878    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0020 0020,Diumenge,2021,9,Setembre,5,Tarda,15,No és causa del  vianant,Turisme,Dona,19,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432823.78,4582436.9,2.195386068,41.388810948
7354,2021S004878    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0020 0020,Diumenge,2021,9,Setembre,5,Tarda,15,No és causa del  vianant,Turisme,Dona,47,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,432823.78,4582436.9,2.195386068,41.388810948
7355,2021S002385    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0020 0020,Divendres,2021,5,Maig,7,Tarda,14,No és causa del  vianant,Motocicleta,Dona,67,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432823.78,4582436.9,2.195386068,41.388810948
7356,2021S000951    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0023 0023,Dimecres,2021,2,Febrer,24,Matí,11,No és causa del  vianant,Bicicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432804.77,4582362.27,2.195166996,41.388137186
7357,2021S001436    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0037 0037,Dissabte,2021,3,Març,20,Tarda,16,No és causa del  vianant,Bicicleta,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,432532.76,4582651.24,2.191881645,41.390717083
7358,2021S002424    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,0042 0042,Diumenge,2021,5,Maig,9,Nit,23,No és causa del  vianant,Motocicleta,Home,51,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432567.09,4582681.59,2.192288855,41.390993318
7359,2021S006168    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,243206,Pamplona,0038 0038,Dissabte,2021,10,Octubre,30,Tarda,15,No és causa del  vianant,Ciclomotor,Dona,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432784.59,4583039.32,2.194850471,41.394233518
7360,2021S003087    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0022 0030,Dimarts,2021,6,Juny,8,Tarda,21,No és causa del  vianant,Bicicleta,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432642.2,4582656.68,2.193189956,41.390775257
7361,2021S004550    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0077 0077,Dissabte,2021,8,Agost,14,Tarda,20,No és causa del  vianant,Motocicleta,Dona,Desconegut,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,432862.7,4582902.86,2.195799864,41.393010985
7362,2021S004550    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0077 0077,Dissabte,2021,8,Agost,14,Tarda,20,No és causa del  vianant,Motocicleta,Home,52,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,432862.7,4582902.86,2.195799864,41.393010985
7363,2021S005911    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Dijous,2021,10,Octubre,21,Matí,8,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,433011.45,4583010.25,2.197567113,41.393990631
7364,2021S001623    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Dilluns,2021,3,Març,29,Matí,10,No és causa del  vianant,Turisme,Home,24,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,433011.45,4583010.25,2.197567113,41.393990631
7365,2021S006569    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Dimarts,2021,11,Novembre,16,Tarda,17,No és causa del  vianant,Motocicleta,Dona,46,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,433011.45,4583010.25,2.197567113,41.393990631
7366,2021S006569    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Dimarts,2021,11,Novembre,16,Tarda,17,No és causa del  vianant,Motocicleta,Home,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,433011.45,4583010.25,2.197567113,41.393990631
7367,2021S006569    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Dimarts,2021,11,Novembre,16,Tarda,17,No és causa del  vianant,Motocicleta,Home,53,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,433011.45,4583010.25,2.197567113,41.393990631
7368,2021S000312    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0100 0100,Dimecres,2021,1,Gener,20,Tarda,20,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,433011.45,4583010.25,2.197567113,41.393990631
7369,2021S004582    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700654,Litoral,0024 0034,Dimarts,2021,8,Agost,17,Nit,22,No és causa del  vianant,Bicicleta,Home,44,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,432990.87,4582346.82,2.197394401,41.388013565
